Property_ID,Location,Property_Type,Bedrooms,Bathrooms,Area_sqm,Developer,Status,Price_EGP,Sale_Date
4718,Heliopolis,Retail Space,5,1,303,Developer_4,Sold,19909552.64,2024-06-17
4719,Maadi,Retail Space,3,2,322,Developer_9,Available,20963263.56,2024-04-23
4720,Maadi,Studio,4,3,410,Developer_9,Sold,20041961.14,2024-03-18
4721,Heliopolis,Duplex,4,4,325,Developer_9,Available,12539927.0,2024-05-13
4722,6th October City,Commercial Office,3,3,79,Developer_2,Sold,5233766.6,2024-02-05
4723,Heliopolis,Apartment,1,3,132,Developer_3,Sold,5640082.73,2024-08-19
4724,New Cairo,Villa,5,2,336,Developer_1,Available,38238161.84,2024-05-26
4725,Nasr City,Commercial Office,4,1,248,Developer_6,Available,12786038.47,2024-08-31
4726,Heliopolis,Commercial Office,1,3,286,Developer_6,Sold,16764939.18,2024-11-03
4727,6th October City,Apartment,4,4,117,Developer_8,Available,5208952.2,2024-02-28
4728,Zayed City,Commercial Office,4,4,121,Developer_1,Sold,7918831.27,2024-10-14
4729,New Cairo,Commercial Office,4,3,61,Developer_9,Available,5114722.92,2024-01-12
4730,Zayed City,Commercial Office,1,2,449,Developer_9,Available,30134349.42,2024-09-28
4731,Downtown Cairo,Retail Space,2,3,365,Developer_6,Sold,36178163.28,2024-01-11
4732,Heliopolis,Retail Space,5,4,186,Developer_9,Available,9985966.36,2024-06-05
4733,New Cairo,Duplex,5,3,483,Developer_3,Available,28526388.28,2024-06-15
4734,Nasr City,Retail Space,2,2,314,Developer_4,Sold,19847473.95,2024-01-08
4735,Heliopolis,Commercial Office,4,1,301,Developer_10,Sold,15500708.29,2024-05-18
4736,Nasr City,Villa,2,2,391,Developer_4,Sold,37885913.82,2024-01-04
4737,Maadi,Retail Space,3,2,397,Developer_5,Sold,26366840.95,2024-08-13
4738,Zayed City,Duplex,3,2,229,Developer_1,Sold,11121416.3,2024-10-20
4739,New Cairo,Duplex,1,2,382,Developer_3,Sold,20541950.3,2024-05-27
4740,Nasr City,Studio,1,3,223,Developer_10,Available,8521495.02,2024-10-23
4741,6th October City,Commercial Office,3,1,370,Developer_2,Sold,24047945.29,2024-09-13
4742,Nasr City,Villa,2,3,340,Developer_6,Sold,28520814.98,2024-05-15
4743,6th October City,Villa,1,1,411,Developer_5,Sold,40860128.98,2024-03-20
4744,Heliopolis,Studio,2,3,73,Developer_10,Available,2818810.62,2024-04-10
4745,New Cairo,Villa,1,3,396,Developer_8,Sold,48131827.39,2024-09-22
4746,Nasr City,Duplex,5,2,76,Developer_7,Sold,3209738.99,2024-01-25
4747,Downtown Cairo,Apartment,2,2,86,Developer_1,Sold,5385473.68,2024-06-20
4748,Nasr City,Duplex,3,3,460,Developer_4,Sold,17353916.66,2024-06-27
4749,Downtown Cairo,Retail Space,3,2,369,Developer_8,Sold,37362604.39,2024-10-29
4750,New Cairo,Apartment,1,1,211,Developer_1,Available,10632385.29,2024-02-16
4751,Nasr City,Villa,2,2,275,Developer_2,Sold,23067956.23,2024-08-28
4752,6th October City,Commercial Office,4,3,70,Developer_3,Sold,4515641.28,2024-11-01
4753,Nasr City,Apartment,3,3,497,Developer_10,Available,16941829.01,2024-02-08
4754,Zayed City,Duplex,3,3,468,Developer_9,Sold,25537540.29,2024-06-24
4755,Heliopolis,Duplex,2,3,66,Developer_3,Available,2998999.88,2024-07-23
4756,Maadi,Retail Space,2,1,136,Developer_9,Sold,8340574.67,2024-05-14
4757,6th October City,Duplex,1,3,385,Developer_1,Sold,17149430.42,2024-04-29
4758,Zayed City,Retail Space,4,2,464,Developer_3,Available,38408576.64,2024-11-27
4759,Downtown Cairo,Duplex,3,3,477,Developer_8,Sold,28925569.45,2024-10-02
4760,Heliopolis,Studio,2,3,61,Developer_6,Sold,2456927.77,2024-10-14
4761,New Cairo,Villa,3,2,271,Developer_1,Sold,31999606.29,2024-09-08
4762,6th October City,Commercial Office,4,1,73,Developer_7,Sold,4345366.7,2024-12-23
4763,Maadi,Retail Space,5,2,420,Developer_7,Sold,28108522.16,2024-04-04
4764,Heliopolis,Studio,5,1,411,Developer_10,Available,16006266.34,2024-10-04
4765,Downtown Cairo,Villa,4,4,317,Developer_9,Available,40578958.1,2024-05-03
4766,Maadi,Retail Space,2,3,413,Developer_8,Sold,25638027.29,2024-09-08
4767,New Cairo,Apartment,5,4,71,Developer_7,Available,3934971.08,2024-02-12
4768,New Cairo,Studio,2,1,258,Developer_8,Sold,15249072.17,2024-05-26
4769,Downtown Cairo,Retail Space,1,3,138,Developer_2,Sold,10814485.15,2024-11-20
4770,6th October City,Studio,3,4,105,Developer_9,Sold,4773916.75,2024-02-14
4771,Downtown Cairo,Studio,1,4,448,Developer_4,Sold,25152543.69,2024-09-13
4772,Nasr City,Studio,5,4,410,Developer_1,Sold,17751263.43,2024-09-13
4773,New Cairo,Apartment,5,1,388,Developer_4,Sold,20683797.33,2024-04-15
4774,Heliopolis,Duplex,2,3,385,Developer_9,Sold,16076705.16,2024-12-25
4775,Nasr City,Studio,5,2,207,Developer_7,Available,8391405.89,2024-11-06
4776,Zayed City,Villa,2,4,378,Developer_1,Sold,41942746.89,2024-10-09
4777,Maadi,Duplex,4,3,263,Developer_10,Sold,12589555.56,2024-07-14
4778,Nasr City,Apartment,5,4,466,Developer_7,Available,18203600.92,2024-04-14
4779,Maadi,Commercial Office,4,3,97,Developer_9,Sold,5364353.17,2024-06-22
4780,Downtown Cairo,Apartment,4,3,157,Developer_5,Available,8951094.97,2024-10-05
4781,Nasr City,Commercial Office,3,3,426,Developer_2,Sold,22952056.96,2024-10-01
4782,Downtown Cairo,Villa,2,1,472,Developer_1,Sold,66025790.85,2024-02-13
4783,Zayed City,Commercial Office,4,1,151,Developer_8,Sold,9760884.38,2024-06-06
4784,New Cairo,Retail Space,3,2,474,Developer_8,Sold,38173439.96,2024-05-23
4785,Zayed City,Studio,5,1,351,Developer_3,Sold,19097997.52,2024-06-10
4786,New Cairo,Duplex,5,4,65,Developer_1,Sold,3052185.33,2024-03-22
4787,Downtown Cairo,Retail Space,4,2,490,Developer_6,Sold,39144637.07,2024-12-23
4788,New Cairo,Duplex,5,3,356,Developer_10,Available,18112366.56,2024-04-16
4789,Maadi,Studio,2,1,279,Developer_6,Sold,12038601.75,2024-01-21
4790,Heliopolis,Duplex,5,2,184,Developer_1,Sold,7857836.45,2024-10-05
4791,Zayed City,Apartment,1,3,384,Developer_6,Available,21009189.59,2024-08-10
4792,Nasr City,Studio,5,2,224,Developer_4,Sold,8109713.53,2024-12-06
4793,Zayed City,Studio,4,4,426,Developer_7,Sold,23386118.55,2024-10-02
4794,Maadi,Duplex,3,2,470,Developer_1,Sold,22658731.61,2024-12-05
4795,New Cairo,Retail Space,2,2,266,Developer_7,Sold,24233282.54,2024-10-02
4796,Maadi,Commercial Office,2,4,224,Developer_4,Available,14544452.85,2024-02-16
4797,6th October City,Villa,3,1,250,Developer_5,Sold,29520040.27,2024-02-03
4798,6th October City,Commercial Office,2,4,461,Developer_10,Sold,30801899.46,2024-12-13
4799,Nasr City,Apartment,4,1,253,Developer_8,Sold,9554845.47,2024-12-13
4800,Maadi,Studio,4,4,477,Developer_2,Sold,20796801.01,2024-03-07
4801,Downtown Cairo,Studio,3,2,475,Developer_5,Available,29733421.03,2024-06-06
4802,Nasr City,Apartment,4,2,431,Developer_8,Sold,16442046.39,2024-02-08
4803,Downtown Cairo,Villa,1,2,96,Developer_8,Sold,11318104.08,2024-12-09
4804,Nasr City,Studio,4,4,257,Developer_7,Sold,10412361.27,2024-05-06
4805,6th October City,Commercial Office,2,2,389,Developer_8,Sold,26838571.61,2024-08-16
4806,Nasr City,Apartment,3,2,93,Developer_6,Sold,3545981.12,2024-10-18
4807,6th October City,Studio,1,4,181,Developer_2,Available,8938858.2,2024-01-16
4808,New Cairo,Commercial Office,4,4,413,Developer_5,Sold,31786333.91,2024-05-24
4809,Downtown Cairo,Apartment,1,1,173,Developer_10,Sold,9804564.73,2024-10-19
4810,Maadi,Apartment,5,4,259,Developer_2,Sold,11005009.94,2024-09-27
4811,Nasr City,Apartment,5,2,194,Developer_3,Sold,7426823.07,2024-11-07
4812,6th October City,Villa,1,4,403,Developer_7,Sold,45760216.68,2024-04-07
4813,Zayed City,Apartment,5,4,59,Developer_9,Sold,3031431.18,2024-02-27
4814,Downtown Cairo,Retail Space,5,4,463,Developer_2,Sold,43646745.96,2024-04-10
4815,Nasr City,Duplex,5,4,142,Developer_10,Sold,5453385.83,2024-06-16
4816,Heliopolis,Duplex,3,2,228,Developer_7,Sold,9733185.51,2024-12-05
4817,New Cairo,Apartment,3,4,250,Developer_6,Sold,13400202.53,2024-06-21
4818,New Cairo,Studio,5,4,165,Developer_5,Sold,8509877.14,2024-02-05
4819,Zayed City,Duplex,2,4,119,Developer_10,Available,5390778.4,2024-02-19
4820,6th October City,Commercial Office,5,4,197,Developer_10,Sold,11345038.36,2024-03-12
4821,Nasr City,Commercial Office,5,2,328,Developer_8,Sold,18612961.96,2024-04-08
4822,Downtown Cairo,Studio,5,2,364,Developer_5,Sold,22586621.91,2024-12-16
4823,6th October City,Commercial Office,2,3,117,Developer_10,Sold,6841082.33,2024-01-27
4824,New Cairo,Retail Space,2,4,188,Developer_5,Sold,14951936.75,2024-08-15
4825,6th October City,Studio,5,4,274,Developer_6,Sold,11415025.64,2024-02-07
4826,New Cairo,Commercial Office,4,2,389,Developer_9,Sold,28571709.9,2024-01-26
4827,6th October City,Apartment,1,3,265,Developer_10,Sold,13023792.17,2024-10-03
4828,Zayed City,Commercial Office,3,3,161,Developer_5,Sold,11522512.6,2024-09-17
4829,Maadi,Apartment,1,2,243,Developer_1,Sold,9918408.36,2024-08-14
4830,Zayed City,Commercial Office,3,4,380,Developer_3,Sold,28032130.08,2024-06-11
4831,Zayed City,Commercial Office,1,2,69,Developer_7,Sold,4665136.63,2024-08-31
4832,Maadi,Commercial Office,2,3,338,Developer_7,Sold,20056071.13,2024-10-29
4833,Maadi,Apartment,5,4,307,Developer_10,Sold,13732922.92,2024-09-05
4834,Nasr City,Commercial Office,3,2,216,Developer_3,Sold,10597863.0,2024-04-20
4835,Downtown Cairo,Commercial Office,5,3,62,Developer_3,Sold,4892633.72,2024-04-15
4836,Downtown Cairo,Retail Space,5,3,318,Developer_4,Sold,25448984.91,2024-05-23
4837,Nasr City,Villa,2,4,310,Developer_3,Sold,29180452.0,2024-03-15
4838,Zayed City,Apartment,3,1,211,Developer_3,Sold,11429002.43,2024-10-25
4839,Zayed City,Retail Space,4,2,215,Developer_8,Sold,17066835.17,2024-04-11
4840,New Cairo,Duplex,2,3,289,Developer_1,Sold,14529700.06,2024-02-16
4841,New Cairo,Studio,5,3,357,Developer_10,Sold,18545113.68,2024-01-30
4842,Downtown Cairo,Villa,3,2,365,Developer_10,Sold,44848015.17,2024-08-24
4843,Nasr City,Retail Space,2,3,141,Developer_1,Sold,8689623.02,2024-02-06
4844,Heliopolis,Retail Space,2,4,250,Developer_2,Sold,15513581.27,2024-07-24
4845,Heliopolis,Commercial Office,4,2,436,Developer_7,Available,26394150.13,2024-07-13
4846,Nasr City,Duplex,1,4,200,Developer_6,Sold,6779870.51,2024-01-23
4847,New Cairo,Duplex,3,1,474,Developer_7,Sold,27093410.59,2024-10-06
4848,Downtown Cairo,Commercial Office,3,2,98,Developer_2,Sold,7645901.5,2024-10-29
4849,Downtown Cairo,Retail Space,3,1,360,Developer_10,Available,27791196.69,2024-12-17
4850,New Cairo,Retail Space,3,2,141,Developer_6,Available,10626898.67,2024-03-11
4851,Heliopolis,Commercial Office,1,1,419,Developer_5,Sold,23641611.19,2024-04-16
4852,6th October City,Villa,2,3,128,Developer_1,Sold,12929160.34,2024-03-25
4853,6th October City,Apartment,2,1,403,Developer_10,Sold,18251354.68,2024-12-25
4854,New Cairo,Villa,1,2,134,Developer_2,Sold,17523404.37,2024-06-16
4855,6th October City,Apartment,2,4,235,Developer_8,Available,10743645.37,2024-05-24
4856,Maadi,Duplex,1,3,473,Developer_8,Sold,20671591.02,2024-08-15
4857,Nasr City,Studio,1,4,378,Developer_7,Sold,15810955.83,2024-02-28
4858,Nasr City,Commercial Office,2,3,195,Developer_3,Sold,11848363.74,2024-06-19
4859,New Cairo,Villa,2,2,256,Developer_1,Sold,26675206.43,2024-07-05
4860,Zayed City,Duplex,1,4,361,Developer_2,Available,16130064.93,2024-04-11
4861,Heliopolis,Villa,4,4,409,Developer_8,Sold,37429896.79,2024-12-10
4862,New Cairo,Retail Space,5,2,283,Developer_9,Sold,21991610.63,2024-12-01
4863,6th October City,Apartment,3,3,212,Developer_6,Sold,10849547.38,2024-08-02
4864,Heliopolis,Commercial Office,1,3,413,Developer_4,Sold,22149819.85,2024-03-13
4865,Zayed City,Retail Space,2,2,443,Developer_4,Sold,36238602.04,2024-03-28
4866,6th October City,Apartment,1,3,427,Developer_10,Sold,17962868.19,2024-10-26
4867,Downtown Cairo,Retail Space,2,4,290,Developer_6,Sold,28826902.95,2024-02-01
4868,Maadi,Apartment,1,3,312,Developer_1,Sold,13614748.51,2024-02-04
4869,6th October City,Apartment,2,2,392,Developer_6,Available,18604288.76,2024-07-14
4870,Maadi,Retail Space,4,1,473,Developer_2,Sold,31409965.36,2024-06-16
4871,Heliopolis,Duplex,5,2,105,Developer_5,Available,4626094.27,2024-03-20
4872,Maadi,Commercial Office,2,3,382,Developer_10,Sold,21022484.33,2024-12-30
4873,Heliopolis,Studio,4,3,434,Developer_9,Sold,18856211.82,2024-08-05
4874,Heliopolis,Villa,5,4,171,Developer_9,Available,17548677.26,2024-08-06
4875,Heliopolis,Apartment,2,3,450,Developer_1,Sold,18779883.15,2024-11-26
4876,Heliopolis,Commercial Office,3,3,327,Developer_4,Sold,21009554.69,2024-02-07
4877,Heliopolis,Villa,1,4,432,Developer_6,Sold,36012577.41,2024-01-29
4878,6th October City,Commercial Office,1,3,167,Developer_10,Sold,10970507.37,2024-07-14
4879,Heliopolis,Retail Space,1,3,328,Developer_8,Sold,22253251.17,2024-10-08
4880,6th October City,Villa,2,1,349,Developer_4,Available,41687743.59,2024-05-13
4881,Heliopolis,Commercial Office,3,4,268,Developer_10,Sold,14576029.69,2024-07-24
4882,Maadi,Studio,3,3,176,Developer_10,Available,8020411.42,2024-02-19
4883,Downtown Cairo,Commercial Office,3,4,286,Developer_6,Available,23857016.27,2024-06-14
4884,Heliopolis,Commercial Office,5,2,70,Developer_5,Sold,3993536.23,2024-11-17
4885,Zayed City,Apartment,2,1,430,Developer_7,Sold,19209758.81,2024-06-03
4886,Heliopolis,Apartment,4,3,132,Developer_4,Sold,5240205.65,2024-03-17
4887,Heliopolis,Apartment,5,2,104,Developer_10,Sold,4352202.7,2024-01-02
4888,Maadi,Retail Space,2,1,301,Developer_7,Sold,17313242.74,2024-01-27
4889,Nasr City,Commercial Office,3,2,99,Developer_2,Sold,5713166.29,2024-10-23
4890,Maadi,Studio,2,3,67,Developer_6,Available,2546122.13,2024-09-01
4891,Zayed City,Villa,3,2,298,Developer_3,Sold,28817251.68,2024-02-26
4892,Nasr City,Apartment,4,1,404,Developer_7,Sold,15248366.07,2024-05-17
4893,New Cairo,Duplex,3,2,151,Developer_8,Sold,8823983.55,2024-12-06
4894,New Cairo,Commercial Office,5,2,332,Developer_1,Available,23651666.86,2024-02-16
4895,Zayed City,Studio,2,4,166,Developer_1,Sold,8575825.06,2024-12-05
4896,Maadi,Studio,1,4,212,Developer_6,Sold,8903642.62,2024-09-06
4897,6th October City,Apartment,3,3,210,Developer_10,Sold,10313461.16,2024-09-15
4898,Zayed City,Retail Space,3,4,74,Developer_10,Sold,4963607.13,2024-02-20
4899,Downtown Cairo,Apartment,1,2,488,Developer_5,Sold,29056347.5,2024-03-24
4900,Nasr City,Retail Space,5,4,133,Developer_3,Sold,7374211.88,2024-01-21
4901,Nasr City,Duplex,4,1,433,Developer_7,Sold,18114705.26,2024-12-20
4902,Heliopolis,Duplex,4,1,254,Developer_5,Available,10037466.48,2024-03-01
4903,New Cairo,Apartment,5,3,392,Developer_2,Sold,22380413.35,2024-10-19
4904,Nasr City,Villa,2,4,109,Developer_1,Available,9556549.91,2024-09-09
4905,Zayed City,Apartment,4,4,325,Developer_7,Sold,16071203.39,2024-05-21
4906,Nasr City,Apartment,5,3,198,Developer_4,Sold,7561653.08,2024-07-18
4907,Zayed City,Studio,3,2,343,Developer_9,Sold,18085889.38,2024-03-21
4908,6th October City,Apartment,1,1,361,Developer_2,Sold,15576025.58,2024-06-15
4909,Heliopolis,Apartment,2,4,428,Developer_7,Sold,16427699.87,2024-09-05
4910,New Cairo,Apartment,2,4,244,Developer_5,Sold,12647207.27,2024-07-07
4911,Nasr City,Villa,3,3,391,Developer_2,Sold,36532423.67,2024-03-04
4912,Zayed City,Studio,4,1,487,Developer_5,Sold,27378903.65,2024-06-12
4913,Maadi,Commercial Office,2,4,211,Developer_2,Sold,11119946.83,2024-05-07
4914,New Cairo,Commercial Office,1,4,315,Developer_8,Available,24201915.64,2024-03-06
4915,6th October City,Commercial Office,3,2,355,Developer_8,Sold,23719618.22,2024-09-26
4916,Zayed City,Commercial Office,2,3,194,Developer_5,Sold,13102425.76,2024-08-13
4917,Downtown Cairo,Studio,3,4,132,Developer_6,Sold,7738508.76,2024-12-17
4918,Downtown Cairo,Apartment,4,4,237,Developer_10,Sold,15325368.3,2024-05-31
4919,Heliopolis,Commercial Office,5,1,118,Developer_5,Sold,7317648.68,2024-10-31
4920,Heliopolis,Apartment,3,1,246,Developer_3,Sold,9933160.36,2024-01-12
4921,6th October City,Commercial Office,4,1,211,Developer_5,Sold,13619444.35,2024-09-18
4922,6th October City,Villa,2,2,352,Developer_10,Sold,38181166.69,2024-05-20
4923,Heliopolis,Apartment,2,1,466,Developer_1,Sold,18237087.09,2024-02-15
4924,Nasr City,Studio,4,3,320,Developer_4,Sold,12435829.31,2024-12-27
4925,Nasr City,Retail Space,2,2,288,Developer_8,Sold,16731861.05,2024-10-17
4926,Zayed City,Villa,2,4,107,Developer_3,Sold,12037471.91,2024-07-23
4927,Maadi,Retail Space,2,2,435,Developer_4,Sold,29393794.4,2024-02-19
4928,Zayed City,Villa,4,4,361,Developer_6,Available,36700501.68,2024-10-01
4929,Maadi,Studio,4,3,213,Developer_5,Sold,9311553.31,2024-12-22
4930,6th October City,Villa,3,4,391,Developer_6,Available,41378097.33,2024-05-06
4931,New Cairo,Apartment,1,3,439,Developer_6,Sold,20414198.69,2024-01-04
4932,Zayed City,Duplex,5,4,460,Developer_10,Sold,23662335.88,2024-05-28
4933,Zayed City,Duplex,2,2,283,Developer_2,Sold,12723939.03,2024-12-07
4934,Maadi,Commercial Office,1,1,407,Developer_1,Sold,23742030.78,2024-07-16
4935,6th October City,Commercial Office,1,2,78,Developer_10,Sold,4998383.31,2024-04-07
4936,6th October City,Apartment,4,3,129,Developer_4,Sold,7083477.43,2024-05-30
4937,Downtown Cairo,Studio,4,2,433,Developer_3,Sold,26821236.88,2024-05-11
4938,Maadi,Apartment,1,3,298,Developer_1,Sold,11134668.21,2024-08-11
4939,6th October City,Commercial Office,4,2,148,Developer_10,Sold,9851962.37,2024-01-02
4940,Heliopolis,Villa,3,3,112,Developer_6,Sold,11761068.62,2024-01-04
4941,Nasr City,Retail Space,3,2,90,Developer_3,Sold,5340698.94,2024-05-10
4942,Downtown Cairo,Apartment,5,1,219,Developer_7,Sold,12769752.81,2024-12-10
4943,Heliopolis,Apartment,5,3,119,Developer_9,Sold,5122054.81,2024-10-05
4944,New Cairo,Studio,5,4,368,Developer_9,Sold,20853292.94,2024-05-12
4945,Zayed City,Commercial Office,2,3,403,Developer_2,Sold,28740206.19,2024-09-27
4946,Downtown Cairo,Apartment,3,1,412,Developer_9,Available,25041193.92,2024-12-27
4947,New Cairo,Villa,2,1,111,Developer_7,Sold,13182316.03,2024-07-05
4948,Zayed City,Retail Space,3,1,339,Developer_4,Sold,26692262.39,2024-09-05
4949,Nasr City,Villa,1,4,420,Developer_10,Sold,35824286.68,2024-05-09
4950,6th October City,Duplex,2,1,202,Developer_4,Sold,9106046.11,2024-02-05
4951,Heliopolis,Commercial Office,5,1,141,Developer_7,Sold,8172962.67,2024-01-31
4952,Maadi,Villa,3,4,471,Developer_10,Sold,48042604.51,2024-01-11
4953,Heliopolis,Studio,5,1,223,Developer_4,Sold,9369809.03,2024-02-01
4954,Nasr City,Retail Space,4,4,446,Developer_10,Sold,24595104.93,2024-05-05
4955,New Cairo,Commercial Office,3,2,190,Developer_5,Available,15118032.73,2024-12-21
4956,Maadi,Villa,3,2,472,Developer_4,Sold,39532303.03,2024-07-30
4957,6th October City,Apartment,5,2,235,Developer_6,Sold,11090513.4,2024-03-06
4958,Nasr City,Commercial Office,5,3,148,Developer_4,Available,7106440.07,2024-02-19
4959,Maadi,Villa,5,3,116,Developer_8,Sold,10962754.62,2024-09-01
4960,Nasr City,Apartment,3,1,231,Developer_3,Sold,8685541.03,2024-03-09
4961,Nasr City,Duplex,1,4,173,Developer_1,Sold,6781918.35,2024-09-13
4962,6th October City,Retail Space,4,3,358,Developer_2,Sold,28229563.34,2024-05-19
4963,Downtown Cairo,Commercial Office,5,4,484,Developer_1,Sold,39866886.34,2024-11-29
4964,Zayed City,Commercial Office,1,2,78,Developer_9,Available,5870997.09,2024-09-30
4965,Maadi,Villa,5,4,391,Developer_4,Sold,40457280.86,2024-04-25
4966,6th October City,Duplex,3,2,376,Developer_5,Sold,16958320.77,2024-03-21
4967,Nasr City,Studio,1,3,111,Developer_6,Sold,4011818.7,2024-02-16
4968,6th October City,Villa,3,4,182,Developer_5,Sold,17631848.56,2024-06-25
4969,Downtown Cairo,Villa,2,4,356,Developer_5,Sold,53678718.64,2024-10-01
4970,Zayed City,Studio,5,2,366,Developer_9,Sold,19380526.63,2024-04-14
4971,Heliopolis,Studio,4,4,87,Developer_6,Sold,3566306.15,2024-08-14
4972,Maadi,Studio,1,2,187,Developer_2,Available,8689533.33,2024-06-28
4973,Zayed City,Retail Space,2,3,498,Developer_9,Available,35701263.86,2024-11-22
4974,New Cairo,Studio,5,2,313,Developer_5,Sold,15757928.7,2024-07-15
4975,Maadi,Studio,2,2,391,Developer_9,Sold,16360102.82,2024-11-17
4976,Zayed City,Apartment,1,4,420,Developer_6,Sold,22754194.68,2024-04-11
4977,Nasr City,Apartment,4,4,171,Developer_1,Sold,6610676.51,2024-07-30
4978,Maadi,Studio,1,4,177,Developer_9,Available,7449229.46,2024-12-21
4979,Maadi,Retail Space,4,3,391,Developer_8,Sold,25911896.77,2024-03-12
4980,6th October City,Retail Space,3,4,235,Developer_1,Available,17501414.18,2024-09-03
4981,Nasr City,Duplex,5,3,384,Developer_7,Sold,14741168.34,2024-01-06
4982,New Cairo,Retail Space,2,3,335,Developer_5,Sold,29383225.45,2024-04-09
4983,Heliopolis,Duplex,3,1,67,Developer_3,Sold,2815695.51,2024-12-19
4984,Downtown Cairo,Studio,5,4,119,Developer_2,Sold,7781295.76,2024-04-18
4985,Zayed City,Retail Space,2,2,423,Developer_9,Sold,33004853.79,2024-12-10
4986,6th October City,Apartment,3,4,189,Developer_7,Available,8659020.42,2024-01-03
4987,Zayed City,Duplex,5,4,166,Developer_2,Sold,8196726.85,2024-12-08
4988,New Cairo,Apartment,5,2,408,Developer_5,Sold,21987018.42,2024-12-02
4989,New Cairo,Villa,3,2,415,Developer_1,Sold,55992678.26,2024-06-13
4990,Maadi,Apartment,1,3,115,Developer_9,Sold,5078199.03,2024-09-26
4991,Downtown Cairo,Studio,4,2,375,Developer_9,Sold,21668939.67,2024-05-12
4992,New Cairo,Retail Space,4,1,489,Developer_6,Sold,39005891.85,2024-02-05
4993,Zayed City,Retail Space,1,4,263,Developer_2,Sold,22053373.99,2024-12-30
4994,Nasr City,Commercial Office,5,4,221,Developer_5,Sold,11980874.35,2024-10-08
4995,Nasr City,Studio,2,2,437,Developer_6,Sold,16199400.23,2024-11-25
4996,Maadi,Villa,1,2,231,Developer_9,Sold,20088733.25,2024-10-20
4997,Heliopolis,Retail Space,5,2,192,Developer_1,Available,10165572.65,2024-12-20
4998,Zayed City,Apartment,3,3,86,Developer_8,Sold,3720749.59,2024-06-20
4999,Zayed City,Duplex,3,3,419,Developer_2,Sold,21723258.77,2024-07-04
5000,New Cairo,Studio,5,4,210,Developer_3,Available,12317194.04,2024-05-30
5001,Downtown Cairo,Retail Space,3,3,335,Developer_1,Sold,27234989.38,2024-05-29
5002,Zayed City,Duplex,4,4,236,Developer_7,Sold,11284553.08,2024-03-29
5003,6th October City,Apartment,1,4,282,Developer_4,Sold,13408097.62,2024-10-04
5004,Heliopolis,Retail Space,4,3,67,Developer_7,Sold,4192019.1,2024-02-10
5005,New Cairo,Villa,5,3,345,Developer_9,Sold,42820535.04,2024-10-16
5006,6th October City,Studio,1,1,447,Developer_3,Sold,22180479.96,2024-06-06
5007,Maadi,Duplex,3,2,412,Developer_3,Sold,19764085.28,2024-10-04
5008,Nasr City,Retail Space,1,1,476,Developer_10,Sold,29519058.67,2024-04-22
5009,Maadi,Studio,1,4,261,Developer_6,Available,12945802.7,2024-11-24
5010,Nasr City,Retail Space,3,4,277,Developer_8,Sold,14729212.89,2024-05-11
5011,Maadi,Studio,2,3,295,Developer_8,Sold,12165169.1,2024-09-17
5012,Zayed City,Duplex,3,1,289,Developer_5,Sold,13380723.69,2024-03-18
5013,6th October City,Villa,4,2,162,Developer_6,Sold,17869045.26,2024-07-11
5014,Nasr City,Studio,2,3,214,Developer_4,Available,7720557.53,2024-08-25
5015,New Cairo,Villa,4,3,77,Developer_1,Sold,8824999.41,2024-08-03
5016,6th October City,Villa,5,4,66,Developer_4,Available,6095181.83,2024-02-12
5017,New Cairo,Apartment,4,2,276,Developer_2,Sold,14131082.12,2024-08-30
5018,6th October City,Retail Space,1,4,323,Developer_5,Available,23120701.19,2024-02-20
5019,6th October City,Duplex,5,3,459,Developer_9,Available,19967096.6,2024-05-28
5020,Maadi,Apartment,2,1,430,Developer_6,Sold,18546041.6,2024-12-08
5021,Nasr City,Commercial Office,4,2,345,Developer_10,Sold,17658537.56,2024-12-25
5022,Nasr City,Retail Space,5,3,399,Developer_6,Sold,21876904.28,2024-07-05
5023,Downtown Cairo,Apartment,4,3,175,Developer_5,Sold,9449064.79,2024-03-26
5024,6th October City,Studio,1,4,116,Developer_10,Available,4962554.89,2024-09-29
5025,Zayed City,Studio,1,2,495,Developer_10,Available,24086479.79,2024-10-14
5026,Zayed City,Studio,2,3,401,Developer_4,Available,19212022.18,2024-02-08
5027,New Cairo,Commercial Office,3,1,478,Developer_10,Sold,40182046.48,2024-06-02
5028,New Cairo,Villa,3,3,320,Developer_9,Sold,35771151.29,2024-09-06
5029,Maadi,Studio,1,2,170,Developer_1,Sold,7186668.54,2024-11-21
5030,6th October City,Retail Space,5,3,374,Developer_9,Sold,24056236.98,2024-11-26
5031,New Cairo,Retail Space,2,4,354,Developer_10,Sold,31302428.72,2024-04-13
5032,New Cairo,Apartment,4,3,89,Developer_10,Sold,4594831.1,2024-02-16
5033,Heliopolis,Villa,4,3,107,Developer_6,Sold,10179193.13,2024-10-16
5034,6th October City,Apartment,5,2,223,Developer_6,Sold,10793011.26,2024-10-31
5035,Maadi,Apartment,3,3,265,Developer_6,Sold,11696634.91,2024-01-06
5036,New Cairo,Studio,1,3,350,Developer_9,Sold,17084296.72,2024-06-09
5037,Maadi,Apartment,1,1,298,Developer_6,Sold,12581471.19,2024-02-10
5038,Nasr City,Commercial Office,2,1,220,Developer_6,Sold,11457543.89,2024-12-19
5039,Maadi,Retail Space,1,2,122,Developer_3,Sold,8111098.72,2024-05-23
